USGSID,Well  Name,OBJECTID,LABNO,TOPFT,BOTFT,,Member,Member Top,County,1/41/4,EW,NS,RNG,SEC,TWP,Latitude,Longitude,SHLOILPCT,WATERPCT,SHLRSDPCT,GASPLSPCT,OILGPT,WATERGPT,SPCFGRAV,COKETEND,INTVL,INTXOIL,WELLNAME,COREDEP_FT,7_5_QUAD,CORE2,FISCHASSAY_FT,ASSAYLAB,NUMB_ASSAYS,LOCATNOTE,USBMNO,XRD,MISCNOTE,,WKPKISOP,TIPTISOP,LCWPTPISOP
W0081,WM1,19274,788876,982.6,986,3.4,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,5.7,92.8,1.5,0.00001,13.8,0,1,3.4,0.000034,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19275,788877,986,987,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0.9,1.9,95.6,1.6,2.4,4.6,0,1,1,2.4,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19276,788878,987,988,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,5.1,2.1,90.9,1.9,13.4,5,0.916,1,1,13.4,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19277,788879,988,989,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,6.2,1.9,90.1,1.8,16.4,4.6,0.91,1,1,16.4,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19278,788880,989,990,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,2.2,1,95.6,1.2,5.7,2.4,0.91,1,1,5.7,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19279,788881,990,991,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,2.3,1.4,95.2,1.1,6.1,3.4,0.908,1,1,6.1,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19280,788882,991,992,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,3.4,1.9,93.2,1.5,8.9,4.6,0.914,1,1,8.9,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19281,788883,992,993,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,3.2,1.9,93.3,1.6,8.3,4.6,0.916,1,1,8.3,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19282,788884,993,994.1,1.1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,6.1,2.5,89,2.4,15.8,6,0.918,1,1.1,17.38,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19283,788885,994.1,995.1,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,8.4,2.3,86.6,2.7,21.8,5.5,0.92,1,1,21.8,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19284,788886,995.1,996.6,1.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,8.5,1.7,86.5,3.3,22.2,4.1,0.923,1,1.5,33.3,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19285,788887,996.6,997.6,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,8.4,2,87.1,2.5,21.9,4.8,0.922,1,1,21.9,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19286,788888,997.6,998.6,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.9,2.6,94.2,1.3,4.9,6.2,0,1,1,4.9,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19287,788889,998.6,1000,1.4,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,4.9,94.1,1,0.00001,11.7,0,1,1.4,0.000014,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19288,788890,1000,1004,4,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,5.5,93.7,0.8,0.00001,13.1,0,1,4,0.00004,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19289,788891,1004,1007.5,3.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,6.1,93,0.9,0.00001,14.7,0,1,3.5,0.000035,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19290,788892,1007.5,1008.3,0.8,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,2.6,2.5,93.3,1.6,6.8,6,0.914,1,0.8,5.44,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19291,788893,1008.3,1009.8,1.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,4.7,2.3,91.1,1.9,12.5,5.5,0.905,1,1.5,18.75,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19292,788894,1009.8,1011,1.2,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,2.3,97.1,0.6,0.00001,5.6,0,1,1.2,0.000012,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19293,788895,1011,1013,2,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,3,96.4,0.6,0.00001,7.2,0,1,2,0.00002,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19294,788896,1013,1018,5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,3.3,95.9,0.8,0.00001,7.8,0,1,5,0.00005,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19295,788897,1018,1022.9,4.9,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,3.3,96.2,0.5,0.00001,8,0,1,4.9,0.000049,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19296,788898,1022.9,1023.9,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0.2,3.5,95.7,0.6,0.5,8.4,0,1,1,0.5,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19297,788899,1023.9,1025.4,1.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.9,4.7,92,1.4,5.1,11.3,0,1,1.5,7.65,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19298,788900,1025.4,1026.1,0.7,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,3.2,3.7,91.9,1.2,8.3,8.9,0.918,1,0.7,5.81,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19299,788901,1026.1,1026.7,0.6,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,6.6,2.2,89.3,1.9,17.3,5.3,0.915,1,0.6,10.38,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19300,788902,1026.7,1027.3,0.6,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.9,1.2,96.2,0.7,4.9,2.9,0,1,0.6,2.94,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19301,788903,1027.3,1028.3,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,3.6,95.9,0.5,0.00001,8.7,0,1,1,0.00001,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19302,788904,1028.3,1033.5,5.2,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,3.6,95.7,0.7,0.00001,8.7,0,1,5.2,0.000052,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19303,788905,1033.5,1039,5.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,5.2,94.1,0.7,0.00001,12.5,0,1,5.5,0.000055,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19304,788906,1039,1040,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,6.4,92.5,1.1,0.00001,15.2,0,1,1,0.00001,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19305,788907,1040,1041.4,1.4,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0,5.7,93.1,1.2,0.00001,13.6,0,1,1.4,0.000014,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19306,788908,1041.4,1042.9,1.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.1,5.1,92.5,1.3,2.8,12.2,0,1,1.5,4.2,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19307,788909,1042.9,1043.9,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,9.7,2.3,85.5,2.5,25.4,5.5,0.91,1,1,25.4,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19308,788910,1043.9,1044.5,0.6,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,5.2,2.1,90.8,1.9,13.9,5,0.899,1,0.6,8.34,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19309,788911,1044.5,1045.3,0.8,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.8,0.9,96.1,1.2,4.7,2.2,0,1,0.8,3.76,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19310,788912,1045.3,1046.4,1.1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.2,3.5,94.3,1,3.1,8.4,0,1,1.1,3.41,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19311,788913,1046.4,1047.5,1.1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,0.7,4,94.1,1.2,1.8,9.6,0,1,1.1,1.98,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19312,788914,1047.5,1049,1.5,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.3,2.2,95.6,0.9,3.3,5.3,0,1,1.5,4.95,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19313,788915,1049,1050,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.1,2.2,95.8,0.9,2.9,5.3,0,1,1,2.9,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19314,788916,1050,1051,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,1.2,1.9,96,0.9,3,4.6,0,1,1,3,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19315,788917,1051,1052,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,2.3,2.3,93.8,1.6,6.2,5.5,0.903,1,1,6.2,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19316,788918,1052,1053,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,3.2,1.9,93.5,1.4,8.5,4.6,0.902,1,1,8.5,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19317,788919,1053,1054,1,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,2.3,1.7,94.6,1.4,6.2,4.1,0.904,1,1,6.2,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
W0081,WM1,19318,788920,1054,1055.3,1.3,Wilkins Peak,361.7,Sweetwater,NE SW,1700 FWL,1561 FSL,106 W,7,18 N,41.55085579,-109.418522,4.3,1.7,91.2,2.8,11.3,4.1,0.911,1,1.3,14.69,White Mountain 1,97 1375,Green River,USGS Core Research Center,97 1375,"Laramie,",810,"Lith log by Neil Brown & well history by Pete Dana in Sharps, 1977.",476,223 1375,"Lith by Trudell, 1978. Tops: Wilk Pk=359, Tip=1245, New Fork Tongue=1296.5. Rock-Eval, Corg, & elem anal/888-1242: H.B. Lo, 1996.",,872.8,140.5,1150.1
